"TmdbId","Id","Season Id","Season Number","Episode Number","Overview","Runtime","Still Path","Name"
"46922","1107042","70657","6","10","The Rooters have seemingly turned Kevin and the Amalgam kids against Ben. Can Rook and Gwen help him overcome the opposition and escape the Null Void?","22","/8drHF3Y1XklBmh2evybGboxfth2.jpg","Weapon XI (2)"
"46922","1107043","70658","7","1","Ben's country cousin Clyde Fife wants to become a hero like Ben.","22","/w4dqClzxpGWzzqkC3j2Xq5IhAU2.jpg","Clyde Five"
"46922","1107044","70658","7","2","Master Kundo, Rook's former teacher is willing to save Revonnahgander traditions at any cost by preventing Rook's sister, Rook Sharr from going to the Plumber Academy so she wouldn't be able to become a Plumber.","22","/zbKW08n06o94LbvcgKufkafpcrf.jpg","Rook Tales"
"46922","1107045","70658","7","3","Charmcaster attacks Gwen at Freakin' University, wanting to obtain Hex's mystical Staff of Ages through any means necessary, while Kevin and Rook try to make Kevin's car completely indestructible so that nothing can destroy it.","22","/fXzZEmtxm6fPtnKeeGIsWNqwKvS.jpg","Charm School"
"46922","1107046","70658","7","4","After Mr. Baumann, the grouchy storekeeper, realizes from Ben that his temper comes from being lonely he starts soul-searching. Eventually he stumbles across a secret not from this earth.","22","/lfMJsluNmJIQcbDWKRL7Qle4oJx.jpg","The Ballad of Mr. Baumann"
"46922","1107047","70658","7","5","When Ester invites Ben (who brings along Rook to the former's dismay) to a museum exhibit displaying alien artifacts, they encounter Ben's former crush Kai. When Ester discovers their relationship she immediately becomes jealous of her. The four of them are forced to team up, however, when a priceless exhibit that Kai put on display is stolen. Chrono Spanner also reappears again, this time trying to convince Ben that he's ""destined"" to marry Kai, to Ester's chagrin.","22","/l5FVZAamXBbGRBDiEyUgmY0lgEL.jpg","Fight at the Museum"
"46922","1107048","70658","7","6","Fistrick orchestrates a series of robberies while wearing ID masks programmed to make him and his compatriots to resemble Ben. When the real Ben discovers what's going on he decides to go undercover with Rook's help and investigate Fistrick's workout gym to find out what's going on. As this is all happening, Ben is struggling with his obsessive cravings for chili fries and meatball subs.","22","/mnvV8EldGZagqakHC7Lv3kKYJ8p.jpg","Breakpoint"
"46922","1107049","70658","7","7","With the help of the con-artist Simian, Argit starts a secure transport firm called ""Argistix Securities"" employing a group of Techadons as workers. Ben immediately becomes suspicious of Argit's business, considering the latter's history.","22","/qhYZnFN1V2CfiWwcdKZaef4a6N8.jpg","The Color of Monkey"
"46922","1107050","70658","7","8","Pa Vreedle reunites with Ma for all-out, total cosmic destruction! Meanwhile, Rhomboid and Octagon tries to impress Ma and Pa Vreedle like Isosceles and Parallelogram Vreedle always does.","22","/hMoO8KV9uCIp2b0uQXscQMo4kLV.jpg","Vreedlemania"
"46922","1107051","70658","7","9","A dangerous Chronosapien named Maltruant attempts to obtain total control over the time-space continuum with the help of an old relic called the Key to Time; Ben 23 is sent by the Azmuth of his dimension to Ben Tennyson's dimension in order for the latter to act as a ""mentor"" to the former.","22","/k3wARQT330lmwS9HoUgqxqQwRQc.jpg","It's a Mad, Mad, Mad Ben World (1)"
"46922","1107052","70658","7","10","With the help of Dr. Psychobos, Ben 23 and Ben Tennyson successfully stage a breakout and a revolution in Mad Ben's labor camp.","22","/ox7KC9CX6aEpacf3DrNYvu21SeK.jpg","It's a Mad, Mad, Mad Ben World (2)"
"46922","1107053","70659","8","1","11-year-old Ben, Gwen, and friends go on the adventure of a lifetime in their own backyard.","22","/cdJhB8RGLPy6U9gSvAJSI7er3so.jpg","From Hedorium to Eternity"
"46922","1107054","70659","8","2","Khyber, aided by a booger-like Slimebiote named Skurd, attacks Ben & co, but the tables turn when Skurd gloms onto Ben!","22","/68jWMfeQTUXrKvHJAC7D16akPDK.jpg","Stuck on You"
"46922","1107055","70659","8","3","Ben, Skurd, and Rook find themselves caught in an endless time loop as enemies from the future converge on Bellwood.","22","/iV7JoL4wI0V9eYPLnUmGihUmENg.jpg","Let's Do the Time War Again"
"46922","1107056","70659","8","4","Ben and Rook join Kai Green on a perilous alien relic hunt through South America.","22","/8EMpDdYZCsAKrCbtxyuEbAKhjHz.jpg","Secret of Dos Santos"
"46922","1107057","70659","8","5","Charmcaster traps Gwendolyn in Ledgerdomain to exact her revenge once and for all.","22","/qOEJ2xdzQJG4mpQy54HF8sbJvfC.jpg","Third Time's a Charm"
"46922","1107058","70659","8","6","While Rook is stuck on graveyard shift at Plumber HQ, his sensei Kundo returns as a cyborg to purge the galaxy of technological influence.","22","/jV2wiNtPieyX87og7RVQzzUtDZZ.jpg","Final Countdown"
"46922","1107059","70659","8","7","Ben finally manages to rid himself of Skurd... just when he needs the Slime-Biot most.","22","/wAxhIXXunGGJ9o9oB9shihukBpL.jpg","Malgax Attacks"
"46922","1107060","70659","8","8","Ben fights for his wife on an alien reality show.","22","/zfrr8gyu1IucUaBStdJr0mMU3D4.jpg","Most Dangerous Game Show"
"46922","1107061","70659","8","9","The Time War races towards its dramatic conclusion, with the fate of the entire universe and everything in it since the very beginning of time resting in the hands of Ben 10!","22","/tMnpiecUu35L8Aojit8ktLLUL6E.jpg","End of an Era"
"46922","1107062","70659","8","10","Ben and Rook follow Maltruant through the time stream. Ben has an adventure with George Washington, in 1773, fighting Maltruant and Vilgax. After defeating Vilgax, Ben and Rook chase Maltruant in the time stream to the beginning of time itself onto the starship of the Contemelia (the creators of the Annihilaarg) where Maltruant attempts to create a universe of his own using his own Anihilaarg. In a climactic battle, at the beginning of time Ben nearly dies trying to stop Maltruant from building his own universe but then it is revealed that the Omnitrix has a fail-safe to prevent its keeper from dying.","22","/luopkTshNv911zbqVTrTXsyeOhq.jpg","A New Dawn"
"1434","1107944","68069","14","2","For Father’s Day, the guys track down Joe’s estranged father. But when Joe explains that his dad is intolerant of people with disabilities, Peter steps in and pretends to be Joe. Meanwhile, Stewie’s doctor tells him that he’ll only grow to be 5’1”, so he hangs out with Tiny Tom Cruise to understand what it’s like to be short.","22","/sPSCRxm3gxYnrrtkf7KfjZ4XVD7.jpg","Papa Has a Rollin' Son"
"62715","1108489","66877","1","11","The battle between gods continues.","24","/icjxZcyrPmDBcdO7jZWzLluxvzE.jpg","Let's Keep Going, Lord Beerus! The Battle of Gods!"
"60625","1109175","66738","2","9","Morty makes a mistake and Jerry and Summer work on their father-daughter relationship.","22","/uK0bpV9Oc07FfCsPk6BISqKj7bS.jpg","Look Who's Purging Now"
"60625","1109176","66738","2","10","The whole family makes mistakes.","23","/tre38ZRSWjC1Z5f7AbI4TDo8w1t.jpg","The Wedding Squanchers"
"62715","1110710","66877","1","12","The destructive power of Goku and Beerus' fight puts the entire universe in danger.","24","/9lpPjLqQFIzPyH0s1YFFOdCCRhZ.jpg","The Universe Will Shatter? Clash! Destroyer vs. Super Saiyan God!"
"1434","1110714","68069","14","3","Stewie doesn’t like Brian’s stand-up comedy jokes, so the two of them fight. To get back at Brian and make him jealous, Stewie builds a robot friend. But when the robot outsmarts Stewie and dumps him, Brian and Stewie reunite. Meanwhile, Lois forces Peter to get a new mattress.","22","/sOx43j8UikbRnTq9IKKfspfycZQ.jpg","Guy Robot"
"63180","1112550","68428","1","3","Now the team is united, ready for their start-up. But, Funding? Investors? Naveen and the guys go around the town looking for investors discovering the plethora of start-ups.","44","/eUIQlyN0sZtM0DTaAnL62aW5DCD.jpg","The Jury Room"
"63180","1112552","68428","1","5","The Team get into a new problem when their idea is hacked by another team and they fight through emotions and misunderstandings to get what they rightfully deserve. Mandar steps up for the team and show his value to the team.","55","/uDEyScAUVnFZDRGV989loa0ikxY.jpg","Where Magic Happens"
"62715","1113102","66877","1","13","Although Goku loses the Super Saiyan God form, he absorbs and retains its power, and continues to fight Beerus.","24","/elOCxfoseAS2oK5WUo7JWBBn5dy.jpg","Goku, Surpass Super Saiyan God!"
"60863","1113312","71126","2","1","After losing to Aoba Johsai at the Interhigh, the Karasuno High Volleyball Team is working their hardest toward the Spring Tournament. In the meantime, it's decided that they'll be heading to Tokyo for a training camp with Nekoma High and a handful of other powerful schools. They team is practicing hard, and not day during their run, Hinata and Kageyama get too excited and end up lost, and end up meeting someone rather unexpected...","24","/kEVvQvjb3mhESngZ7hPGFY9WTVn.jpg","Let's Go To Tokyo!!"
"60735","1114797","66922","2","4","Barry and the team look for another Firestorm match for Dr. Stein. When the team meets Jefferson ""Jax"" Jackson, Caitlin has her reservations about whether Jax is the right match for Dr. Stein. Iris surprises Joe while Barry and Patty grow closer.","43","/7mwmxIbx4ZFWbh6LV5wxL9SZwO.jpg","The Fury of Firestorm"
"62715","1116224","66877","1","14","The fight between Goku and Beerus reaches its climactic end.","24","/hKZdJJqgW7Ori1JxllbbiWn06Iz.jpg","This is All the Power I've Got! A Settlement Between Gods"
"60863","1116391","71126","2","2","In order to go to the training camps to Tokyo, none of the team members can get failing grades. In order to be able to go to the away games in Tokyo, Hinata, Kageyama, Tanaka, and Nishinoya get the aid from their other teammates to raise their grades. Meanwhile, their manager Shimizu tries to find a new manager.","24","/gAoOftCQ3bhMzdsnZXIWaP94rHg.jpg","Direct Sunlight"
"60735","1130074","66922","2","5","Barry learns a new breacher, Dr. Light, has come through the portal and sets off to capture her. Jay tells Barry that Dr. Light was not a threat on Earth-2 and that Barry can reason with her. However, during a fight with The Flash, she blinds him and drops some shocking news about Zoom. Meanwhile, Barry and Patty go out on a date.","43","/cZUss7jKsQ4caGSWQHWyIHNX7vY.jpg","The Darkness and the Light"
"60863","1130977","71126","2","3","Yachi joins the Karasuno High School volleyball team. Despite being rather nervous still, she finally starts to notice the charm of the team. However, she has a hard time telling her mother that she's becoming the manager of the volleyball team. Seeing that, Hinata...","24","/67ry0UY5cZFjUrwrHLcMYvMLSW0.jpg","Townsperson B"
"456","1130983","68067","27","4","When Lisa becomes scared at the Krustyland Halloween Horror Night, Homer is forced to take down his Everscream Terrors decorations. Halloween pop-up employees seek vengeance on Homer for causing them to lose their jobs, and rob his house while Homer and Lisa hide out in the attic. Homer and Lisa light up their stored holiday decorations to attract attention and stand up to the intruders.","23","/wG4EOudYo7dXpNI0kOk50sp6DWC.jpg","Halloween of Horror"
"456","1131233","68067","27","3","Upon learning that their father really died of lung cancer, Selma and Patty agree to quit smoking. When Selma relapses, an angry Patty moves in with Marge and Homer.","23","/r8Oc5jLbdMxdRqAXARsYUHv4csv.jpg","Puffless"
"60735","1132051","66922","2","6","After recent events, Barry decides it’s time to confront Zoom and comes up with a dangerous plan. Caitlin sides with Jay and deems it too dangerous for Barry to engage with the speed demon. However, Iris shows her support and brings forth a surprising ally. We see what Earth-2 Harrison Wells’ life was like before coming through the breech.","43","/5KV67qcPV3mxMSY8flnTbdCWiWt.jpg","Enter Zoom"
"60863","1132263","71126","2","4","With the supplementary tests over, Karasuno heads to Tokyo for the away games. Karasuno is having a hard time dealing with powerful schools like Nekoma, Fukurodani, Shinzen, and Ubugawa High Schools. During their matches, they notice a new face on the Nekoma team...","24","/mThlgISEs3VmXajHp2YmcJjpXAZ.jpg","Center Ace"
"63926","1132653","70631","1","4","A group of battlesuit-clad terrorists called “The Paradisers” appears in City F, led by an enormous man known as Hammerhead. Calling for the redistribution of wealth, the group targets the fat-cat Zeniru, who in turn dispatches his bodyguard to defeat them. Unfortunately, Saitama is on the same errand.","24","/fX8ypx5hWOfOxJNmlTos1OwyTRb.jpg","The Modern Ninja"
"63926","1132654","70631","1","2","A monster is moving toward City Z, one that has been  created by the mysterious organization known as The House of Evolution.  Genos, a young cyborg, attempts to stop it, but gets in over his head  before Saitama happens along.","24","/mps2UuPnmkxOco5oQePVlwioZKG.jpg","The Lone Cyborg"
"63926","1132655","70631","1","3","Saitama and Genos glean information about The House of  Evolution and its founder Dr. Genus, a scientist with dangerous ideas on  artificial human evolution. Meanwhile, Dr. Genus learns of Saitama’s  amazing strength and has plans of his own for One-Punch Man.","24","/ywv8d7mCxSnmnS56LNUBjfPzFRd.jpg","The Obsessive Scientist"
"456","1132939","68067","27","5","In the annual fright fest Halloween episode, Sideshow Bob finally kills Bart, only to reanimate him; Homer wakes up with short-term memory loss; and Lisa, Bart, and Milhouse get super powers from radiation.","22","/hOJJOQl7RM5xQxvT02YF5CsfeJP.jpg","Treehouse of Horror XXVI"
"456","1132940","68067","27","6","Lisa makes a new pal at school named Harper, whose internet billionaire father becomes buddies with a different Simpson: Homer. Soon, though, Lisa becomes worried that Harper is a little too entitled.","23","/44ncYEXehsyVyYwWtDMFxkmJjKd.jpg","Friend with Benefit"
"456","1132941","68067","27","7","When Homer loses $5,000 at a poker game with Broadway legend Laney Fontaine, the only way he is able to settle the bet is if he loans Lisa to Laney for a month. Then, Laney turns Lisa into a show biz kid and Marge and Homer fear they made a mistake letting her go. So they head to New York to get her back.","22","/623bfaDfhzq01EmwOEtb5ahhF7g.jpg","Lisa with an 'S'"
"456","1132942","68067","27","8","Lisa sets out to restore the tarnished reputation of Springfield’s first female inventor. To find her invention, she scours an abandoned asylum and a restaurant that caters to men. Bart joins Lisa at the asylum, stealing one of the homicidal patient’s notebooks, and bragging to the boys at school that he wrote the entries himself. This revelation causes Homer and Marge to believe he is a sociopath, which Bart decides to use to his advantage until things go too far.","23","/lkQ1TG0KaBN96ngvF2FUVfZjMfS.jpg","Paths of Glory"
"456","1132943","68067","27","9","Bart’s coming of age story a la “Boyhood” chronicles his life from six years old to his time as an accomplished young man. Along the way, his tense relationship with Homer, an overly uncaring version of himself, and Lisa, who overshadows him in every way possible, shape Bart more than he realizes.","23","/cHR8I80240a5X2NRjGtdGDkOudy.jpg","Barthood"
"62715","1133158","66877","1","15","After the battle with Beerus wraps up, a terrible visitor comes to Satan!?","24","/aKvmBzCMpwei00NpsgzznpC12H5.jpg","Valiant Mr. Satan, Work a Miracle! A Challenge from Outer Space!"
"62715","1133159","66877","1","16","With the battle over, one day Kuririn visits Goku. His unexpected request is…!? Meanwhile, Vegeta tries to convince Whis to make him one of his students by…?","24","/tyI3h1rpfWMuouAkTeSTTXDEfzj.jpg","Vegeta Becomes a Student?! Win Over Whis!"
"62715","1133160","66877","1","17","Some time has passed on Earth. Gohan and Videl’s daughter is finally born!!","24","/cNKxcaYc3u0JSeAxBLL7yfe9yHC.jpg","Pan is Born! And Goku Goes on a Training Journey?!"
"62715","1133161","66877","1","18","Goku departs Earth and begins training under Whis. The surprising training method is…!?","24","/luevT7XUlVy77XZtEvkNqTizO7h.jpg","I'm Here, Too! Training Commences on Beerus' World"
"60735","1133293","66922","2","7","Grodd returns to Central City and kidnaps Caitlin. Barry and team race to find her before it’s too late. Meanwhile, Cisco plans his first date with the new barista at Jitters, Kendra Saunders and Patty begins to suspect Barry is hiding something from her.","43","/cv2xltOhRaYMhllbE2b8OlWASbl.jpg","Gorilla Warfare"
"60863","1133714","71126","2","5","The second day of the Tokyo away games. Karasuno isn't able to get a single set against Nekoma, especially with their new player. Hinata and Kageyama's weirdo quick doesn't seem to work on the new Nekoma or the other powerhouse schools for long. Seeing this, Hinata makes a decision...","24","/yvCEcMfmXcL3k7NOGGIiVgTdh1O.jpg","Greed"
"1434","1135358","68069","14","5","Peter gets a check in the mail from the sale of his mother's home and he remembers that all of his old porn is still in there. When he returns to retrieve his stash, he finds a ""to Peter from Peter"" tape and realizes that his life has amounted to nothing. Reeling from his own failures, Peter then attempts to fix Chris before it's too late, and forces his son to spend time with Brian.","22","/dSAAsTrGmAQ41E2YagnUeoj8dwv.jpg","Peter, Chris & Brian"
"60863","1135556","71126","2","6","Hinata and Kageyama are at odds. Keishin decides to take Hinata to his grandfather, who lead Karasuno to the nationals. Meanwhile, Kageyama runs into...","24","/40aXYh5oAL1wJ2bJxSQJzhJAMHG.jpg","Tempo"
"1434","1135810","68069","14","6","Peter’s sister, Karen, decides to come for Thanksgiving and bullies Peter the same way Meg treats him. While Meg is at first amused, she later feels badly and decides to help Peter train to defeat his sister in a wrestling match. Meanwhile, to avoid overeating on Thanksgiving, Stewie and Brian decide to go on a cleanse, which Stewie takes one step too far.","22","/gflGbMfZyvAw9CyMhJmcQM3fzQI.jpg","Peter's Sister"
"1434","1135811","68069","14","7","Quagmire admits that he is in love with Lois. Unfortunately, he proclaims his love while he has accidentally pocket-dialed Peter. Peter is furious and Brian takes it upon himself to fix the situation.","22","/9cBQbZtvZcKs8y46i1kdYskYNoQ.jpg","Hot Pocket-Dial"
"60735","1136454","66922","2","8","Vandal Savage arrives in Central City and sets his sights on Kendra Saunders. After Vandal attacks Kendra and Cisco, they turn to Barry for help. Realizing how dangerous Vandal is, Barry takes Kendra to Star City and asks Oliver and team to hide her until he can figure out how to stop Vandal. However, things quickly go from bad to worse when a man with wings AKA Hawkman shows up and flies off with Kendra. Meanwhile, Harrison develops a serum to make Barry run faster and asks Jay to test it out.

The crossover continues on Arrow S04E08 Legends of Yesterday (II).","44","/2SmtITUJqvHNhEzNKsbbr3Qd15f.jpg","Legends of Today (I)"
"60735","1136455","66922","2","9","When Mark Mardon AKA The Weather Wizard returns to break Leonard Snart AKA Captain Cold and James Jesse AKA The Trickster out of Iron Heights, Barry must stop these rogues from taking over Central City during Christmas. Meanwhile, Joe and Iris meet Wally West.","43","/hh7YC7hi67eMWcbWc05KirCo917.jpg","Running to Stand Still"
"62715","1136938","66877","1","19","Sorbet is eager to revive Frieza and receives the help of Pilaf and his gang.","24","/9PsRRv0o9GvG5iVal6nCEPliLKU.jpg","Despair Redux! The Return of the Evil Emperor, Frieza!"
"64464","1138311","72124","1","1","A small-town English teacher, Jake Epping, learns from a friend that there is a portal that leads from the present back to 1960. Jake's friend asks him to help him stop John F. Kennedy's assassination by going back in time and finding out who really killed Kennedy... and killing them.","81","/jHGPASZBBj58dtcT0RQToEAL8hX.jpg","The Rabbit Hole"
"13916","1138547","59776","1","20","L's team discovers that the Yotsuba Group meet in secret to discuss the elimination of individuals who are troublesome to their company, and concludes that Kira must be one of the eight executives. Can Light posing as L ferret out the right one?","22","/b92CjZHibPwxHPp4ID6vvaD5WZD.jpg","Makeshift"
"13916","1138548","59776","1","21","The Task Force uses Misa as a way to get closer to the Yotsuba corporation. But things get complicated when Rem tries to communicate with her.","22","/bRPNU2tc41D44L5C3wuVRq7iYZH.jpg","Performance"
"13916","1138549","59776","1","22","Thanks to Misa, the Task Force now knows the identity of the new Kira and L plans an elaborate scheme to smoke him out of hiding.","22","/fkLuyu9SwmpOoeck2pILmuPQmL.jpg","Guidance"
"13916","1138550","59776","1","23","L, Light and Misa watch from the investigation team building and wonder who he is talking to. L wonders if Higuchi is talking to a shinigami. Rem convinces Higuchi to go to the station, but she has her own selfish motives for doing so.","22","/zbhauM0ivv4b2IkA20QPuQhEQ7N.jpg","Frenzy"
"13916","1138551","59776","1","24","While Higuchi is finally captured, Light inadvertently regains his memories as Kira.","22","/vXoBIHI5u4jn8tieqMtbIPWtu1L.jpg","Revival"
"13916","1138552","59776","1","25","Light, his memory recovered, orders Misa to begin killing after Higuchi dies. The Shinigami Rem realizes that everything is going according to Light's plan, and that L will arrest Misa as Kira-unless Rem acts quickly.","22","/hKsiCNb6cUUmgFPfA5nbZW3Tlpq.jpg","Silence"
"13916","1138553","59776","1","26","After L's death, the world needs a new great detective. Is Wammy's house, where L comes from, able to find a new super detective who can complete L's hunt for Kira?","22","/nGo7E3ANwRBBkvfD1gUjcE5oa2V.jpg","Renewal"
"62715","1140159","66877","1","20","Jaco travels to Earth to give out a warning of Frieza's arrival.","24","/hXYN9PF8kH52GLmYiXTOeO0lPmT.jpg","A Warning from Jaco! Frieza and 1,000 Soldiers Close In"
"62715","1141850","66877","1","21","Frieza's forces begin their raid on Planet Earth. Goku and Vegeta, oblivious to what is happening on Earth, continue their training under Whis.","24","/wmZnPHze73TQmjccVXwkrf56B3B.jpg","The Start of Vengeance! The Frieza Force's Malice Strikes Gohan!"
"62715","1141851","66877","1","22","Ginyu switches bodies with Tagoma and wreaks havoc on the Z-Fighters","24","/HVxCcF8R1foZpCBX0NZp8Lit7.jpg","Change! An Unexpected Return! His Name is Ginyu!!"
"31910","1142226","43373","1","31","Relying on Naruto's power, Granny Chiyo performs the Transmigration Jutsu on Gaara.","25","/pvI7YBet2tpyj17HILb9DPInhJ7.jpg","The Legacy"
"31910","1142227","43373","1","32","Gaara and his rescuers make a triumphant return to the Hidden Sand Village.","25","/6WyyG7GElHndRw1EhPrqCB57vO9.jpg","Return of the Kazekage"
"31910","1142265","43382","10","219","Naruto gathers his friends and tells them that he will defeat Sasuke alone. Meanwhile, the Elders of the Leaf officially nominate Kakashi to become the next Hokage.","25","/cDyTiuZ1B9eudT5tFUDdUnlxl23.jpg","Kakashi Hatake, the Hokage"
"31910","1142267","43382","10","220","In Mount Myoboku, Gerotora, Fukasaku, and the Great Lord Elder are debating whether to give Naruto the key to the Tetragram Seal left behind by Jiraiya, an act that could unleash the Nine Tails.","25","/fvN8sFB0S2EmTAkZPXhhuIh3jqM.jpg","Prophecy of the Great Lord Elder"
"31910","1142271","43382","10","221","At Mount Myoboku, Naruto prepares to store Gerotora within himself, but hesitates as it also holds the potential risk of unleashing the Nine Tails on the world.","25","/bvwY9mjYYjPgb4utBKMUFIYw69P.jpg","Storage"
"31910","1142281","43384","12","261","The Allied Shinobi Forces are on standby, ready to confront Madara’s army of reanimated shinobi and 100,000 White Zetsu. But distrust still exists among the Allied Shinobi Forces, who were once sworn enemies until recently.","25","/uTLSPX8jMZlaH3ozQhoiWjF0oGQ.jpg","For My Friend"
"31910","1142282","43384","12","262","Kankuro’s commando unit enters enemy territory to set up a stronghold for the Allied Shinobi Forces. They are immediately ambushed by the Akatsuki’s own commando unit comprised of the reanimated Deidara and Sasori.","25","/iC4XUKpaBqJ1KEIr6b9oDRR2ndt.jpg","War Begins"
"31910","1142283","43384","12","263","The Allied Shinobi Forces’ commando unit engages with the Akatsuki in the first wave of battle.","25","/1ilQe6VlFuNxVPJPaP5O0eNsTu.jpg","Sai and Shin"
"31910","1142284","43384","12","264","Under the guidance of Killer Bee, Naruto enters the final stage of training to master the Tailed Beast Bomb, a Jinchuriki’s most powerful technique.","25","/fnFkDDIHchtZFSdOV39aHUvPTdd.jpg","Secrets of the Reanimation Jutsu"
"31910","1142285","43384","12","265","The commando unit is in hot water as they engage the reanimated Kekkei Genkai shinobi, which include Zabuza Momochi and Haku. Luckily, Kakashi and his unit arrive in time to assist them.","25","/6esQ1wgZhkpsGWYZlPqyrOF1ZT5.jpg","An Old Nemesis Returns"
"31910","1142286","43384","12","266","Kakashi and his unit devise a strategy to take on the Kekkei Genkai shinobi, but it’s foiled by Kabuto, who uses the Reanimation Jutsu to summon the most powerful members of the Seven Ninja Swordsmen of the Mist.","25","/uc37l6oMLfqu7Hr2O0vhxjvVIzt.jpg","The First and Last Opponent"
"31910","1142288","43384","12","267","The Akatsuki dispatch an army of powerful reanimated shinobi and White Zetsu across the war zone, causing chaos within the Allied Shinobi Forces’ chain of command.","25","/ePWi4MtdHf042b7ViocHf9gCJsK.jpg","The Brilliant Military Advisor of the Hidden Leaf"
"31910","1142290","43384","12","268","As Darui and his First Company engage an army of White Zetsu, the remaining forces must deal with reanimated shinobi.","25","/xw9jkmqCAgZOf10gOlWJF4hUwjs.jpg","Battleground!"
"31910","1142291","43384","12","269","Atsui, Samui, and Darui face off against Kinkaku and Ginkaku, the legendary brothers from the Hidden Cloud, feared even by the Raikage.","25","/4qM9RcRtLsdWPZ5AfcyTTJxtuIY.jpg","Forbidden Words"
"31910","1142292","43384","12","270","Darui manages to seal away Ginkaku. Fueled by the rage of losing his brother, Kinkaku transforms into a monster that resembles a jinchuriki’s Tailed Beast State.","25","/4PRM6HycIcxPLr91uuqYsvn0TAj.jpg","Golden Bonds"
"31910","1142293","43384","12","271","Ino sees Sakura falling from the sky. Although she manages to save her, the shock of the fall has left Sakura with amnesia.","25","/eFvhGPUJq8eCwiPIJ0KmSYl4hFK.jpg","Road to Sakura"
"31910","1142294","43384","12","272","Kankuro’s Commando Unit is cornered by Hanzo’s poison attack. Fortunately, Mifune and his Fifth Company arrive in time to provide assistance.","25","/nP1FAvy77qxr493gstvtQzCoSNb.jpg","Mifune vs. Hanzou"
"31910","1142299","43384","12","273","The Ino-Shika-Cho trio is ordered by Shikaku to take down the reanimated Asuma. Remembering Asuma’s final words, Shikamaru and Ino are determined to stop their former teacher.","25","/xYfwvYBgYrPQjLfuNUlEoJHlnHM.jpg","True Kindness"
"31910","1142305","43384","12","274","Choji is unable to attack Asuma and loses his will to fight. Ino and Shikamaru try to snap Choji out of his paralysis.","25","/kB4bqTnSorNzFt33GScnu2TwEmJ.jpg","The Complete Ino-Shika-Cho Formation!"
"31910","1142307","43384","12","275","While training in Chakra Mode, Naruto senses the presence of the Nine Tails’ chakra seeping from Kinkaku outside. Curious to find out what’s happening, Naruto tries to leave the training room when Iruka suddenly steps in to stop him.","25","/bL1G61OwrJhfo41UEuIaVbG3Fbt.jpg","A Message from the Heart"
"31910","1142315","43386","14","296","Naruto makes his entrance onto the battlefield and uses his sensory powers to detect and destroy the transformed White Zetsu clones. During the battle, Shikaku updates Naruto with what they currently know on Madara.","25","/f8vAxzs51Lft4KXXnmxxtzuFYKu.jpg","Naruto Enters the Battle!"
"31910","1142316","43386","14","297","Gaara leads the Fourth Company into battle against the previous Kage, including his father, the late Fourth Kazekage. The Fourth Kazekage attacks Gaara in order to determine if his son is truly worthy to be the current Kazekage.","25","/btQ1wISB4qUFj7o6ghpsem7nMPX.jpg","A Father's Hope, A Mother's Love"
"31910","1142317","43386","14","298","Naruto and Killer Bee engage in battle against the reanimated Itachi Uchiha and Nagato. Itachi learns from Naruto that Sasuke has chosen the path of vengeance.","25","/40az7HyMJ2B5URQ3Dhqj2DyGPGe.jpg","Contact! Naruto vs. Itachi"
"31910","1142318","43386","14","299","Itachi uses the ultimate genjutsu technique Koto Amatsukami to free himself from the Reanimation Jutsu. Itachi then joins Naruto and Killer Bee to fight Nagato, who is still under Kabuto’s control.","25","/mrHwgiMe6hV5JpJSVYtdxl0JJ9J.jpg","The Acknowledged One"
"31910","1142319","43386","14","300","The Fourth Company continue their fight against the reanimated Kage. Gaara and Ohnoki team up to hold off Second Tsuchikage Mu, while the remaining shinobi take on the Second Mizukage, who is willing to be sealed away.","25","/ppnmDEPCffGozJu7Yq5QcxIaGHW.jpg","The Mizukage, the Giant Clam, and the Mirage"
"31910","1142320","43386","14","301","Temari leads the attack on the Third Raikage using Wind Style, but even her strongest jutsu is not enough to penetrate the Raikage’s invincible armor.","25","/qGWKFjFafjj0L5v60foWonXrOXn.jpg","Paradox"
"31910","1142321","43386","14","302","Gaara and Ohnoki manage to overcome the Second Mizukage’s mirage attack. Having taken an interest in Gaara, the Second Mizukage decides to further test the young Kage’s skills.","25","/rfzWSKXmC22R1gf5IB3dpaVExqn.jpg","Terror: The Steam Imp"
"31910","1142322","43386","14","303","Shikamaru, Choji, Neji, and Kiba find themselves up against some familiar faces from the past. The Sound Ninja Four have been brought back by Kabuto’s Reanimation Jutsu, and they are ready to seek vengeance.","25","/wDuqMhzluzsUezEdWDhoBcM3kZx.jpg","Ghosts from the Past"
"31910","1142323","43386","14","304","Shikamaru, Neji, Choji, and Kiba succeed in defeating the Sound Ninja Four. But the enemy uses the Underworld Transfer Jutsu to trap the Leaf shinobi’s souls inside a barrier.","25","/4SiM18ik9r41QPfnVlsFPN8P8zg.jpg","The Underworld Transfer Jutsu"
"31910","1142324","43386","14","305","Time is running out for the Leaf shinobi whose souls are trapped inside the Sound Four’s barrier. Ino and Shino exhaust their own chakra to keep their friends alive.","25","/zxpWdO3O65PaNrvmLPFuVxSnxpf.jpg","The Vengeful"
"31910","1142325","43386","14","306","Hinata defends Neji from a White Zetsu clone while he’s recovering from an earlier fight. She then remembers the time Neji protected her the same way after she temporarily lost her sight.","25","/sgZ3H2e4dZc0pJJ7chVb2HJ5otM.jpg","The Heart's Eye"
